"","entry_exit_provider_program_type_code","ee_uid","client_id","recordset_id_4110_recordset_id","start_date_4111","a_history_of_housing_and_homelessness_4177","b_risks_4178","c_socialization_daily_functioning_4179","d_wellness_4180","general_information_4176","pre_screen_total_4181","grand_total_adjusted_for_v2_0_4671","date_added_4110_date_added"
"701","Emergency Shelter (HUD)",736436,417993,3128562,"12/2/2015",0,1,2,2,0,5,5,"12/2/2015"
"702","Emergency Shelter (HUD)",736444,349373,3295285,"1/7/2016",0,2,2,5,0,9,9,"1/7/2016"
"703","Emergency Shelter (HUD)",736448,302513,1672899,"2/18/2015",1,2,2,2,0,7,7,"2/18/2015"
"704","Emergency Shelter (HUD)",736451,353228,1580995,"1/29/2015",1,3,3,6,0,13,13,"1/29/2015"
"705","Emergency Shelter (HUD)",736681,391727,1555192,"1/23/2015",1,2,2,2,0,7,7,"1/23/2015"
"706","Emergency Shelter (HUD)",736685,72946,2319764,"7/28/2015",1,3,2,5,0,11,11,"7/28/2015"
"707","Emergency Shelter (HUD)",736776,303344,1667218,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"708","Emergency Shelter (HUD)",736787,302479,1774877,"3/12/2015",1,0,3,4,0,8,8,"3/12/2015"
"709","Emergency Shelter (HUD)",736831,391450,2036188,"5/12/2015",0,2,3,2,0,7,7,"5/12/2015"
"710","Emergency Shelter (HUD)",736834,420344,3294328,"1/7/2016",1,4,2,4,0,11,11,"1/7/2016"
"711","Emergency Shelter (HUD)",736846,392338,3355600,"1/25/2016",1,4,3,3,1,12,12,"1/25/2016"
"712","Emergency Shelter (HUD)",736877,328746,1670110,"2/17/2015",1,2,2,5,0,10,10,"2/17/2015"
"713","Emergency Shelter (HUD)",736877,328746,2227230,"7/1/2015",1,3,1,5,0,10,10,"7/9/2015"
"714","Emergency Shelter (HUD)",736904,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"715","Emergency Shelter (HUD)",736905,290716,2426735,"8/17/2015",1,3,3,7,0,14,14,"8/17/2015"
"716","Emergency Shelter (HUD)",736919,155069,2658077,"9/28/2015",1,2,2,0,0,5,5,"9/28/2015"
"717","Emergency Shelter (HUD)",736921,215323,3299994,"1/8/2016",1,3,1,4,0,9,9,"1/8/2016"
"718","Emergency Shelter (HUD)",736923,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"719","Emergency Shelter (HUD)",736923,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"720","Emergency Shelter (HUD)",736930,391835,3344237,"1/20/2016",1,1,3,4,0,9,9,"1/20/2016"
"721","Emergency Shelter (HUD)",736932,408181,3302551,"1/8/2016",1,3,2,7,0,13,13,"1/8/2016"
"722","Emergency Shelter (HUD)",736938,420092,3281598,"1/5/2016",1,1,1,0,0,3,3,"1/5/2016"
"723","Emergency Shelter (HUD)",736940,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"724","Emergency Shelter (HUD)",736944,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"725","Emergency Shelter (HUD)",736946,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"726","Emergency Shelter (HUD)",736949,410886,2537376,"9/8/2015",1,1,2,1,0,5,5,"9/8/2015"
"727","Emergency Shelter (HUD)",736960,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"728","Emergency Shelter (HUD)",736961,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"729","Emergency Shelter (HUD)",736969,96062,3241603,"12/23/2015",1,3,3,5,0,12,12,"12/23/2015"
"730","Emergency Shelter (HUD)",736970,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"731","Emergency Shelter (HUD)",736980,302479,1774877,"3/12/2015",1,0,3,4,0,8,8,"3/12/2015"
"732","Emergency Shelter (HUD)",736983,302238,1743156,"3/6/2015",1,3,2,5,0,11,11,"3/6/2015"
"733","Emergency Shelter (HUD)",736984,356597,2600214,"9/16/2015",1,1,3,2,0,7,7,"9/16/2015"
"734","Emergency Shelter (HUD)",736985,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"735","Emergency Shelter (HUD)",736990,333455,1576586,"1/28/2015",1,4,2,2,0,9,9,"1/28/2015"
"736","Emergency Shelter (HUD)",736994,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"737","Emergency Shelter (HUD)",736997,318535,2744409,"10/16/2015",1,3,3,7,0,14,13,"10/16/2015"
"738","Emergency Shelter (HUD)",737003,332819,2686121,"10/5/2015",1,1,0,2,0,4,4,"10/5/2015"
"739","Emergency Shelter (HUD)",737047,371011,3253315,"12/29/2015",0,2,2,0,0,4,4,"12/29/2015"
"740","Emergency Shelter (HUD)",737056,355852,3117348,"12/1/2015",1,3,1,5,0,10,10,"12/1/2015"
"741","Emergency Shelter (HUD)",737063,303313,1656636,"2/12/2015",1,3,2,2,0,8,8,"2/12/2015"
"742","Emergency Shelter (HUD)",737064,305154,1774482,"3/12/2015",1,2,2,6,0,11,11,"3/12/2015"
"743","Emergency Shelter (HUD)",737067,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"744","Emergency Shelter (HUD)",737073,302449,1656077,"2/12/2015",1,1,2,2,0,6,6,"2/12/2015"
"745","Emergency Shelter (HUD)",737074,417993,3128562,"12/2/2015",0,1,2,2,0,5,5,"12/2/2015"
"746","Emergency Shelter (HUD)",737090,333673,3221914,"12/18/2015",1,3,2,4,0,10,10,"12/18/2015"
"747","Emergency Shelter (HUD)",737099,421151,3343286,"1/20/2016",1,3,3,5,1,13,13,"1/20/2016"
"748","Emergency Shelter (HUD)",737362,328746,1670110,"2/17/2015",1,2,2,5,0,10,10,"2/17/2015"
"749","Emergency Shelter (HUD)",737362,328746,2227230,"7/1/2015",1,3,1,5,0,10,10,"7/9/2015"
"750","Emergency Shelter (HUD)",737376,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"751","Emergency Shelter (HUD)",737377,420092,3281598,"1/5/2016",1,1,1,0,0,3,3,"1/5/2016"
"752","Emergency Shelter (HUD)",737384,163204,3366096,"1/27/2016",1,2,3,6,0,12,12,"1/27/2016"
"753","Emergency Shelter (HUD)",737385,412131,2639706,"9/23/2015",1,2,3,3,0,9,9,"9/23/2015"
"754","Emergency Shelter (HUD)",737389,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"755","Emergency Shelter (HUD)",737398,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"756","Emergency Shelter (HUD)",737405,391835,3344237,"1/20/2016",1,1,3,4,0,9,9,"1/20/2016"
"757","Emergency Shelter (HUD)",737408,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"758","Emergency Shelter (HUD)",737412,326116,1655783,"2/12/2015",1,1,1,4,0,7,7,"2/12/2015"
"759","Emergency Shelter (HUD)",737422,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"760","Emergency Shelter (HUD)",737425,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"761","Emergency Shelter (HUD)",737426,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"762","Emergency Shelter (HUD)",737433,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"763","Emergency Shelter (HUD)",737433,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"764","Emergency Shelter (HUD)",737436,410886,2537376,"9/8/2015",1,1,2,1,0,5,5,"9/8/2015"
"765","Emergency Shelter (HUD)",737437,333455,1576586,"1/28/2015",1,4,2,2,0,9,9,"1/28/2015"
"766","Emergency Shelter (HUD)",737445,303344,1667218,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"767","Emergency Shelter (HUD)",737451,90210,2649226,"9/25/2015",1,4,3,5,0,13,13,"9/25/2015"
"768","Emergency Shelter (HUD)",737452,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"769","Emergency Shelter (HUD)",737455,371011,3253315,"12/29/2015",0,2,2,0,0,4,4,"12/29/2015"
"770","Emergency Shelter (HUD)",737456,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"771","Emergency Shelter (HUD)",737459,391673,3102180,"11/30/2015",1,1,2,3,0,7,7,"11/30/2015"
"772","Emergency Shelter (HUD)",737462,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"773","Emergency Shelter (HUD)",737465,303498,3013808,"11/18/2015",1,1,3,2,0,7,7,"11/18/2015"
"774","Emergency Shelter (HUD)",737471,380075,2521404,"9/3/2015",1,3,3,4,0,11,11,"9/3/2015"
"775","Emergency Shelter (HUD)",737472,305154,1774482,"3/12/2015",1,2,2,6,0,11,11,"3/12/2015"
"776","Emergency Shelter (HUD)",737487,349373,3295285,"1/7/2016",0,2,2,5,0,9,9,"1/7/2016"
"777","Emergency Shelter (HUD)",737488,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"778","Emergency Shelter (HUD)",737489,417993,3128562,"12/2/2015",0,1,2,2,0,5,5,"12/2/2015"
"779","Emergency Shelter (HUD)",737493,353228,1580995,"1/29/2015",1,3,3,6,0,13,13,"1/29/2015"
"780","Emergency Shelter (HUD)",737494,327617,3067787,"11/25/2015",1,2,2,4,0,9,9,"11/25/2015"
"781","Emergency Shelter (HUD)",737496,421151,3343286,"1/20/2016",1,3,3,5,1,13,13,"1/20/2016"
"782","Emergency Shelter (HUD)",737507,346587,2712106,"10/9/2015",1,3,3,6,0,13,13,"10/9/2015"
"783","Emergency Shelter (HUD)",737512,302849,1655610,"2/12/2015",1,0,1,1,0,3,3,"2/12/2015"
"784","Emergency Shelter (HUD)",737513,302449,1656077,"2/12/2015",1,1,2,2,0,6,6,"2/12/2015"
"785","Emergency Shelter (HUD)",737514,367630,2233636,"7/10/2015",1,3,3,3,0,10,10,"7/10/2015"
"786","Emergency Shelter (HUD)",737520,21891,1679549,"2/20/2015",1,3,1,5,0,10,10,"2/20/2015"
"787","Emergency Shelter (HUD)",737525,385588,2611146,"9/17/2015",1,3,3,2,1,10,10,"9/17/2015"
"788","Emergency Shelter (HUD)",737527,374870,1668719,"2/17/2015",1,3,2,5,0,11,11,"2/17/2015"
"789","Emergency Shelter (HUD)",737527,374870,3201370,"12/15/2015",1,3,3,5,0,12,12,"12/15/2015"
"790","Emergency Shelter (HUD)",737532,311437,1808589,"3/19/2015",1,3,4,6,0,14,14,"3/19/2015"
"791","Emergency Shelter (HUD)",737729,326720,1656585,"2/12/2015",1,1,2,4,0,8,8,"2/12/2015"
"792","Emergency Shelter (HUD)",737735,311233,1666925,"2/16/2015",1,1,3,1,0,6,6,"2/16/2015"
"793","Emergency Shelter (HUD)",737743,420092,3281598,"1/5/2016",1,1,1,0,0,3,3,"1/5/2016"
"794","Emergency Shelter (HUD)",737744,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"795","Emergency Shelter (HUD)",737759,408181,3302551,"1/8/2016",1,3,2,7,0,13,13,"1/8/2016"
"796","Emergency Shelter (HUD)",737762,326112,3380117,"1/29/2016",1,3,3,5,0,12,12,"1/29/2016"
"797","Emergency Shelter (HUD)",737767,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"798","Emergency Shelter (HUD)",737772,340687,2591025,"9/15/2015",1,2,2,3,0,8,7,"9/15/2015"
"799","Emergency Shelter (HUD)",737774,389182,2347043,"8/3/2015",1,4,2,7,0,14,14,"8/3/2015"
"800","Emergency Shelter (HUD)",737781,410886,2537376,"9/8/2015",1,1,2,1,0,5,5,"9/8/2015"
"801","Emergency Shelter (HUD)",737790,371011,3253315,"12/29/2015",0,2,2,0,0,4,4,"12/29/2015"
"802","Emergency Shelter (HUD)",737796,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"803","Emergency Shelter (HUD)",737799,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"804","Emergency Shelter (HUD)",737800,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"805","Emergency Shelter (HUD)",737803,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"806","Emergency Shelter (HUD)",737803,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"807","Emergency Shelter (HUD)",737806,355852,3117348,"12/1/2015",1,3,1,5,0,10,10,"12/1/2015"
"808","Emergency Shelter (HUD)",737809,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"809","Emergency Shelter (HUD)",737810,367630,2233636,"7/10/2015",1,3,3,3,0,10,10,"7/10/2015"
"810","Emergency Shelter (HUD)",737811,303359,1670238,"2/17/2015",1,1,2,2,1,7,7,"2/17/2015"
"811","Emergency Shelter (HUD)",737811,303359,3065562,"11/25/2015",1,1,1,6,1,10,10,"11/25/2015"
"812","Emergency Shelter (HUD)",737812,417993,3128562,"12/2/2015",0,1,2,2,0,5,5,"12/2/2015"
"813","Emergency Shelter (HUD)",737822,311437,1808589,"3/19/2015",1,3,4,6,0,14,14,"3/19/2015"
"814","Emergency Shelter (HUD)",737826,338069,1570202,"1/27/2015",1,4,2,3,0,10,10,"1/27/2015"
"815","Emergency Shelter (HUD)",737827,207389,3308362,"1/11/2016",1,3,0,4,0,8,8,"1/11/2016"
"816","Emergency Shelter (HUD)",737828,421151,3343286,"1/20/2016",1,3,3,5,1,13,13,"1/20/2016"
"817","Emergency Shelter (HUD)",737830,374870,1668719,"2/17/2015",1,3,2,5,0,11,11,"2/17/2015"
"818","Emergency Shelter (HUD)",737830,374870,3201370,"12/15/2015",1,3,3,5,0,12,12,"12/15/2015"
"819","Emergency Shelter (HUD)",737839,21891,1679549,"2/20/2015",1,3,1,5,0,10,10,"2/20/2015"
"820","Emergency Shelter (HUD)",737841,303313,1656636,"2/12/2015",1,3,2,2,0,8,8,"2/12/2015"
"821","Emergency Shelter (HUD)",737843,303367,1654585,"2/12/2015",1,3,2,0,0,6,6,"2/12/2015"
"822","Emergency Shelter (HUD)",737958,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"823","Emergency Shelter (HUD)",737958,322951,3309689,"1/11/2016",1,3,4,5,0,13,13,"1/11/2016"
"824","Emergency Shelter (HUD)",737964,412131,2639706,"9/23/2015",1,2,3,3,0,9,9,"9/23/2015"
"825","Emergency Shelter (HUD)",737972,326112,3380117,"1/29/2016",1,3,3,5,0,12,12,"1/29/2016"
"826","Emergency Shelter (HUD)",737975,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"827","Emergency Shelter (HUD)",737976,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"828","Emergency Shelter (HUD)",737990,420092,3281598,"1/5/2016",1,1,1,0,0,3,3,"1/5/2016"
"829","Emergency Shelter (HUD)",738002,316021,2219963,"7/7/2015",1,3,3,5,0,12,12,"7/7/2015"
"830","Emergency Shelter (HUD)",738005,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"831","Emergency Shelter (HUD)",738006,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"832","Emergency Shelter (HUD)",738024,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"833","Emergency Shelter (HUD)",738024,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"834","Emergency Shelter (HUD)",738145,155069,2658077,"9/28/2015",1,2,2,0,0,5,5,"9/28/2015"
"835","Emergency Shelter (HUD)",738386,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"836","Emergency Shelter (HUD)",738392,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"837","Emergency Shelter (HUD)",738418,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"838","Emergency Shelter (HUD)",738419,412131,2639706,"9/23/2015",1,2,3,3,0,9,9,"9/23/2015"
"839","Emergency Shelter (HUD)",738430,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"840","Emergency Shelter (HUD)",738431,356597,2600214,"9/16/2015",1,1,3,2,0,7,7,"9/16/2015"
"841","Emergency Shelter (HUD)",738433,321872,3018717,"11/18/2015",1,3,1,1,0,6,6,"11/18/2015"
"842","Emergency Shelter (HUD)",738436,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"843","Emergency Shelter (HUD)",738437,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"844","Emergency Shelter (HUD)",738440,326112,3380117,"1/29/2016",1,3,3,5,0,12,12,"1/29/2016"
"845","Emergency Shelter (HUD)",738457,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"846","Emergency Shelter (HUD)",738471,359448,1654112,"2/12/2015",1,4,1,2,0,8,8,"2/12/2015"
"847","Emergency Shelter (HUD)",738476,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"848","Emergency Shelter (HUD)",738476,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"849","Emergency Shelter (HUD)",738496,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"850","Emergency Shelter (HUD)",738504,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"851","Emergency Shelter (HUD)",738505,355852,3117348,"12/1/2015",1,3,1,5,0,10,10,"12/1/2015"
"852","Emergency Shelter (HUD)",738512,333673,3221914,"12/18/2015",1,3,2,4,0,10,10,"12/18/2015"
"853","Emergency Shelter (HUD)",738532,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"854","Emergency Shelter (HUD)",738535,378162,3139083,"12/3/2015",1,3,3,7,0,14,13,"12/3/2015"
"855","Emergency Shelter (HUD)",738707,393618,2115730,"6/3/2015",1,1,3,2,0,7,7,"6/3/2015"
"856","Emergency Shelter (HUD)",738707,393618,2545955,"9/8/2015",1,1,2,4,0,8,8,"9/8/2015"
"857","Emergency Shelter (HUD)",738932,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"858","Emergency Shelter (HUD)",738932,322951,3309689,"1/11/2016",1,3,4,5,0,13,13,"1/11/2016"
"859","Emergency Shelter (HUD)",738933,412131,2639706,"9/23/2015",1,2,3,3,0,9,9,"9/23/2015"
"860","Emergency Shelter (HUD)",738951,326720,1656585,"2/12/2015",1,1,2,4,0,8,8,"2/12/2015"
"861","Emergency Shelter (HUD)",738952,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"862","Emergency Shelter (HUD)",738955,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"863","Emergency Shelter (HUD)",738971,358298,2690389,"10/5/2015",1,3,3,5,0,12,12,"10/5/2015"
"864","Emergency Shelter (HUD)",738973,326112,3380117,"1/29/2016",1,3,3,5,0,12,12,"1/29/2016"
"865","Emergency Shelter (HUD)",738975,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"866","Emergency Shelter (HUD)",738977,422028,3396639,"2/2/2016",1,2,2,2,0,7,7,"2/2/2016"
"867","Emergency Shelter (HUD)",738979,321872,3018717,"11/18/2015",1,3,1,1,0,6,6,"11/18/2015"
"868","Emergency Shelter (HUD)",738984,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"869","Emergency Shelter (HUD)",738987,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"870","Emergency Shelter (HUD)",738990,356597,2600214,"9/16/2015",1,1,3,2,0,7,7,"9/16/2015"
"871","Emergency Shelter (HUD)",738994,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"872","Emergency Shelter (HUD)",739017,408181,3302551,"1/8/2016",1,3,2,7,0,13,13,"1/8/2016"
"873","Emergency Shelter (HUD)",739020,302425,2279883,"7/21/2015",1,2,2,3,0,8,8,"7/21/2015"
"874","Emergency Shelter (HUD)",739029,316021,2219963,"7/7/2015",1,3,3,5,0,12,12,"7/7/2015"
"875","Emergency Shelter (HUD)",739031,389182,2347043,"8/3/2015",1,4,2,7,0,14,14,"8/3/2015"
"876","Emergency Shelter (HUD)",739043,207389,3308362,"1/11/2016",1,3,0,4,0,8,8,"1/11/2016"
"877","Emergency Shelter (HUD)",739044,303344,1667218,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"878","Emergency Shelter (HUD)",739045,303841,1674221,"2/19/2015",1,3,2,4,1,11,11,"2/19/2015"
"879","Emergency Shelter (HUD)",739046,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"880","Emergency Shelter (HUD)",739046,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"881","Emergency Shelter (HUD)",739047,333455,1576586,"1/28/2015",1,4,2,2,0,9,9,"1/28/2015"
"882","Emergency Shelter (HUD)",739077,302348,1666920,"2/16/2015",1,2,1,0,0,4,4,"2/16/2015"
"883","Emergency Shelter (HUD)",739079,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"884","Emergency Shelter (HUD)",739082,322235,1796601,"3/17/2015",1,2,1,1,0,5,5,"3/17/2015"
"885","Emergency Shelter (HUD)",739082,322235,2445905,"7/24/2015",0,3,4,3,0,10,10,"8/20/2015"
"886","Emergency Shelter (HUD)",739082,322235,3164104,"12/8/2015",1,2,2,2,0,7,7,"12/8/2015"
"887","Emergency Shelter (HUD)",739082,322235,3345699,"1/20/2016",1,2,4,4,0,11,11,"1/20/2016"
"888","Emergency Shelter (HUD)",739087,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"889","Emergency Shelter (HUD)",739088,333673,3221914,"12/18/2015",1,3,2,4,0,10,10,"12/18/2015"
"890","Emergency Shelter (HUD)",739106,378162,3139083,"12/3/2015",1,3,3,7,0,14,13,"12/3/2015"
"891","Emergency Shelter (HUD)",739113,421151,3343286,"1/20/2016",1,3,3,5,1,13,13,"1/20/2016"
"892","Emergency Shelter (HUD)",739410,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"893","Emergency Shelter (HUD)",739413,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"894","Emergency Shelter (HUD)",739414,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"895","Emergency Shelter (HUD)",739414,322951,3309689,"1/11/2016",1,3,4,5,0,13,13,"1/11/2016"
"896","Emergency Shelter (HUD)",739415,358298,2690389,"10/5/2015",1,3,3,5,0,12,12,"10/5/2015"
"897","Emergency Shelter (HUD)",739427,412131,2639706,"9/23/2015",1,2,3,3,0,9,9,"9/23/2015"
"898","Emergency Shelter (HUD)",739432,408181,3302551,"1/8/2016",1,3,2,7,0,13,13,"1/8/2016"
"899","Emergency Shelter (HUD)",739435,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"900","Emergency Shelter (HUD)",739438,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"901","Emergency Shelter (HUD)",739442,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"902","Emergency Shelter (HUD)",739450,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"903","Emergency Shelter (HUD)",739451,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"904","Emergency Shelter (HUD)",739455,302425,2279883,"7/21/2015",1,2,2,3,0,8,8,"7/21/2015"
"905","Emergency Shelter (HUD)",739458,391835,3344237,"1/20/2016",1,1,3,4,0,9,9,"1/20/2016"
"906","Emergency Shelter (HUD)",739465,326112,3380117,"1/29/2016",1,3,3,5,0,12,12,"1/29/2016"
"907","Emergency Shelter (HUD)",739468,367630,2233636,"7/10/2015",1,3,3,3,0,10,10,"7/10/2015"
"908","Emergency Shelter (HUD)",739470,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"909","Emergency Shelter (HUD)",739471,410886,2537376,"9/8/2015",1,1,2,1,0,5,5,"9/8/2015"
"910","Emergency Shelter (HUD)",739477,378162,3139083,"12/3/2015",1,3,3,7,0,14,13,"12/3/2015"
"911","Emergency Shelter (HUD)",739480,389182,2347043,"8/3/2015",1,4,2,7,0,14,14,"8/3/2015"
"912","Emergency Shelter (HUD)",739482,303841,1674221,"2/19/2015",1,3,2,4,1,11,11,"2/19/2015"
"913","Emergency Shelter (HUD)",739484,303359,1670238,"2/17/2015",1,1,2,2,1,7,7,"2/17/2015"
"914","Emergency Shelter (HUD)",739484,303359,3065562,"11/25/2015",1,1,1,6,1,10,10,"11/25/2015"
"915","Emergency Shelter (HUD)",739486,185253,3015176,"11/18/2015",0,4,3,4,0,11,11,"11/18/2015"
"916","Emergency Shelter (HUD)",739488,303344,1667218,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"917","Emergency Shelter (HUD)",739491,346587,2712106,"10/9/2015",1,3,3,6,0,13,13,"10/9/2015"
"918","Emergency Shelter (HUD)",739492,322235,1796601,"3/17/2015",1,2,1,1,0,5,5,"3/17/2015"
"919","Emergency Shelter (HUD)",739492,322235,2445905,"7/24/2015",0,3,4,3,0,10,10,"8/20/2015"
"920","Emergency Shelter (HUD)",739492,322235,3164104,"12/8/2015",1,2,2,2,0,7,7,"12/8/2015"
"921","Emergency Shelter (HUD)",739492,322235,3345699,"1/20/2016",1,2,4,4,0,11,11,"1/20/2016"
"922","Emergency Shelter (HUD)",739497,380075,2521404,"9/3/2015",1,3,3,4,0,11,11,"9/3/2015"
"923","Emergency Shelter (HUD)",739499,352811,3134143,"12/3/2015",1,3,3,5,0,12,12,"12/3/2015"
"924","Emergency Shelter (HUD)",739499,352811,3348000,"1/21/2016",1,3,3,6,0,13,13,"1/21/2016"
"925","Emergency Shelter (HUD)",739501,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"926","Emergency Shelter (HUD)",739503,421151,3343286,"1/20/2016",1,3,3,5,1,13,13,"1/20/2016"
"927","Emergency Shelter (HUD)",739504,303367,1654585,"2/12/2015",1,3,2,0,0,6,6,"2/12/2015"
"928","Emergency Shelter (HUD)",739508,385588,2611146,"9/17/2015",1,3,3,2,1,10,10,"9/17/2015"
"929","Emergency Shelter (HUD)",739509,303903,3298600,"1/7/2016",1,1,2,4,0,8,8,"1/7/2016"
"930","Emergency Shelter (HUD)",739510,422028,3396639,"2/2/2016",1,2,2,2,0,7,7,"2/2/2016"
"931","Emergency Shelter (HUD)",739511,400708,2066634,"5/20/2015",1,1,3,1,0,6,6,"5/20/2015"
"932","Emergency Shelter (HUD)",739512,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"933","Emergency Shelter (HUD)",739845,347333,2425077,"8/17/2015",0,1,2,3,0,6,6,"8/17/2015"
"934","Emergency Shelter (HUD)",739885,302425,2279883,"7/21/2015",1,2,2,3,0,8,8,"7/21/2015"
"935","Emergency Shelter (HUD)",739891,375379,1667130,"2/16/2015",1,1,2,0,0,4,4,"2/16/2015"
"936","Emergency Shelter (HUD)",739899,408181,3302551,"1/8/2016",1,3,2,7,0,13,13,"1/8/2016"
"937","Emergency Shelter (HUD)",739902,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"938","Emergency Shelter (HUD)",739902,322951,3309689,"1/11/2016",1,3,4,5,0,13,13,"1/11/2016"
